sessionId,appId,gameName,sessionStart,sessionEnd,videoId,unlockEpoch,achievementApiName,displayName,rarity,zCubes
33ba6b2d7f28,4836540,Company of Heroes 3: Final Stand,2026-08-02T13:43:48.695Z,2026-08-02T14:35:12.037Z,,2026-08-02T13:59:31.000Z,a062_hoff_decapitation,Decapitation,13.6,86
8c3f75336a1f,1462040,FINAL FANTASY VII REMAKE INTERGRADE,2026-08-03T17:53:04.106Z,2026-08-03T18:51:00.125Z,,2026-08-03T18:49:43.000Z,ACH_55,Out of Darkness's Clutches,17.2,83
84d74c87b628,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-08T00:28:14.113Z,2026-08-08T00:57:58.105Z,x8G2rvkDyG8,2026-08-08T00:40:07.000Z,ComeOn,Come On!,69.6,30
84d74c87b628,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-08T00:28:14.113Z,2026-08-08T00:57:58.105Z,x8G2rvkDyG8,2026-08-08T00:41:28.000Z,MostFearsome,Most Fearsome Fighting Team!,60.8,39
84d74c87b628,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-08T00:28:14.113Z,2026-08-08T00:57:58.105Z,x8G2rvkDyG8,2026-08-08T00:41:53.000Z,SpecialReport,Special Report,86.5,14
84d74c87b628,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-08T00:28:14.113Z,2026-08-08T00:57:58.105Z,x8G2rvkDyG8,2026-08-08T00:43:28.000Z,Teamwork,Teamwork,58.6,41
84d74c87b628,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-08T00:28:14.113Z,2026-08-08T00:57:58.105Z,x8G2rvkDyG8,2026-08-08T00:49:00.000Z,KindBrother,Kind Brother,51.1,49
382c57351b9c,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-08T22:17:09.957Z,2026-08-08T22:58:53.730Z,,2026-08-08T22:38:11.000Z,PipedPieper,Piped Piper!,63.9,36
382c57351b9c,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-08T22:17:09.957Z,2026-08-08T22:58:53.730Z,HjBLOvU8ZpQ,2026-08-08T22:51:18.000Z,ReturnSender,Return to Sender,54.2,46
382c57351b9c,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-08T22:17:09.957Z,2026-08-08T22:58:53.730Z,HjBLOvU8ZpQ,2026-08-08T22:55:37.000Z,AB,A + B,68.3,32
85c4d3ecbbbd,1649240,Returnal™,2026-08-09T15:11:25.128Z,2026-08-09T16:58:57.840Z,,2026-08-09T15:45:06.000Z,SecondBoss,Ascension,46.5,54
85c4d3ecbbbd,1649240,Returnal™,2026-08-09T15:11:25.128Z,2026-08-09T16:58:57.840Z,,2026-08-09T16:15:58.000Z,FirstDeathInTower,Eternal Ascent,28.7,71
85c4d3ecbbbd,1649240,Returnal™,2026-08-09T15:11:25.128Z,2026-08-09T16:58:57.840Z,,2026-08-09T16:20:18.000Z,FinishHospital,"Broken, Restored, Empty",25.6,74
1955b3de90ff,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-09T22:55:10.117Z,2026-08-09T23:20:18.443Z,,2026-08-09T23:04:46.000Z,Buffoons,Buffoons!,57.6,42
1955b3de90ff,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2026-08-09T22:55:10.117Z,2026-08-09T23:20:18.443Z,,2026-08-09T23:17:13.000Z,ButtonMasher,Button Masher,44.5,56
,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,,,,2026-08-23T20:19:00.000Z,EmpireStrikes,Empire Strikes Out,49.2,51
,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,,,,2026-08-23T20:19:00.000Z,Elephant,Breaking Out!,40.8,59
,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,,,,2026-08-23T20:19:00.000Z,PizzaTime,Pizza Time!,51.7,48
,1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,,,,2026-08-23T21:54:42.000Z,Mode7,Mode 7,36.2,64
2e7cc0c4006d,1203620,Enshrouded,2026-08-29T14:18:24.219Z,2026-08-29T20:18:24.219Z,,2026-08-29T14:48:28.000Z,ACHI_bd0c0828-7d59-4d74-b274-66d5c9bde3a8,Doing something right,95.5,5
2e7cc0c4006d,1203620,Enshrouded,2026-08-29T14:18:24.219Z,2026-08-29T20:18:24.219Z,,2026-08-29T14:50:08.000Z,ACHI_17ce5b30-b3de-4320-9b31-97b6f11b9c7c,Erudite,87.6,12
2e7cc0c4006d,1203620,Enshrouded,2026-08-29T14:18:24.219Z,2026-08-29T20:18:24.219Z,,2026-08-29T15:12:09.000Z,ACHI_3c075214-f87e-48b8-b72a-c7833d57118e,A place to call home,84.8,15
2e7cc0c4006d,1203620,Enshrouded,2026-08-29T14:18:24.219Z,2026-08-29T20:18:24.219Z,,2026-08-29T15:31:54.000Z,ACHI_24ddabef-6f56-4e60-b012-41b63402497c,Thus it begins,90.8,9
2e7cc0c4006d,1203620,Enshrouded,2026-08-29T14:18:24.219Z,2026-08-29T20:18:24.219Z,,2026-08-29T16:07:38.000Z,ACHI_1f8281f9-d0ae-41c6-89bd-90ed9e1e7062,Mole of the Springlands,71.6,28
fd6f59a24284,2640950,Scott Pilgrim EX,2026-08-29T18:40:45.248Z,2026-08-29T19:22:44.817Z,,2026-08-29T18:56:46.000Z,KungFuMaster,Kung-Fu Master,72.4,28
fd6f59a24284,2640950,Scott Pilgrim EX,2026-08-29T18:40:45.248Z,2026-08-29T19:22:44.817Z,,2026-08-29T19:13:10.000Z,ActionMovieTrope,Action Movie Trope,70.5,30
10ac77d3b13f,2909400,FINAL FANTASY VII REBIRTH,2026-08-29T19:45:17.109Z,2026-08-29T21:00:46.454Z,,2026-08-29T20:35:58.000Z,ACH_18,Staggered Learning,83.5,17
10ac77d3b13f,2909400,FINAL FANTASY VII REBIRTH,2026-08-29T19:45:17.109Z,2026-08-29T21:00:46.454Z,,2026-08-29T20:36:02.000Z,ACH_15,I Got This,83.7,16
,2909400,FINAL FANTASY VII REBIRTH,,,AKa2RYYZa_g,2026-08-30T00:14:09.000Z,ACH_19,Break It Down,77.8,22
,2909400,FINAL FANTASY VII REBIRTH,,,AKa2RYYZa_g,2026-08-30T00:12:59.000Z,ACH_22,"No ""I"" in ""Synergy""",78,22
