# data/newsnode-reactions.2026-07.txt
# discordMsgId,username,emojiInApp,cubes

1522616743682506894,lovegamesandthings00000,cube-gg,250
1522616743682506894,neoncryptog,cube-gg,250
1522616743682506894,aswd002,cube-gg,250
1522616743682506894,player0451,cube-gg,250
1522616743682506894,alexwifi42,🎉,250
1522616743682506894,alfims,🧙‍♂️,250
1522616743682506894,alyssrentori,🎉,250
1522616743682506894,ikaliayev,cube-gg,250
1522616743682506894,yurigiu,👍,250
1522616743682506894,operacional_cae,👍,250
1522616743682506894,valase,🔥,250
1522616743682506894,shadowladyex,cube-gg,250
1522616743682506894,slay_da_b,👍,250
1522616743682506894,100bitlive,cube-gg,250
1522616743682506894,dahhel,cube-love,250
1522616743682506894,madagascaradam,🎉,250
1522616743682506894,sasha5889,🎉,250
1522616743682506894,somemarblesfriday,cube-gg,250
1522616743682506894,xiaoxiao9313,cube-gg,250
1522616743682506894,ivanpetrov32,🎉,250
1522616743682506894,johnnymnemonics,🎉,250
1522616743682506894,alburldador,cube-gg,250
1522616743682506894,mori2323,🎉,250
1522616743682506894,silent_luc,cube-gg,250
1522616743682506894,darkranx,cube-gg,250
1522616743682506894,snoopys030,🎉,250
1522616743682506894,llucholba,cube-gg,250
1522616743682506894,avin_novor,❤️,250
1522616743682506894,cerebralx1,cube-love,250
1522616743682506894,louis_of_apshai,👍,187
1523911901388472390,player0451,👍,250
1523911901388472390,alyssrentori,🤔,250
1523911901388472390,llucholba,🤔,250
1523911901388472390,ikaliayev,🤔,250
1523911901388472390,dahhel,🤔,250
1523911901388472390,shadowladyex,🤔,250
1523911901388472390,aswd002,🤔,250
1523911901388472390,alfims,cube-love,250
1523911901388472390,slay_da_b,🤔,250
1523911901388472390,neoncryptog,👍,250
1523911901388472390,calypso_ba,👍,250
1523911901388472390,doubledwonders,👍,250
1523911901388472390,madagascaradam,cube-love,250
1523911901388472390,mori2323,🤔,250
1523911901388472390,lillakra,👍,250
1523911901388472390,ivanpetrov32,🤔,250
1523911901388472390,operacional_cae,🤔,250
1523911901388472390,robin3one,👍,250
1523911901388472390,yurigiu,👍,250
1523911901388472390,valase,🚆,250
1523911901388472390,darkranx,👍,250
1523911901388472390,lovegamesandthings00000,cube-love,250
1523911901388472390,silent_luc,👍,250
1523911901388472390,100bitlive,cube-love,250
1523911901388472390,alphonsoe,🪦,250
1523911901388472390,zoskycube,🪦,250
1523911901388472390,somemarblesfriday,🤔,250
1523911901388472390,alexwifi42,cube-gg,250
1523911901388472390,avin_novor,❤️,250
1523911901388472390,sasha5889,👍,250
1523911901388472390,johnnymnemonics,🤔,250
1523911901388472390,snoopys030,👍,250
1523911901388472390,louis_of_apshai,👍,187
1524594897867374653,player0451,👍,250
1524594897867374653,ikaliayev,😅,250
1524594897867374653,alexwifi42,🔥,250
1524594897867374653,neoncryptog,😅,250
1524594897867374653,100bitlive,😅,250
1524594897867374653,aswd002,😅,250
1524594897867374653,valase,💣,250
1524594897867374653,dahhel,🔥,250
1524594897867374653,alyssrentori,💣,250
1524594897867374653,somemarblesfriday,💣,250
1524594897867374653,slay_da_b,👍,250
1524594897867374653,madagascaradam,😅,250
1524594897867374653,sasha5889,👍,250
1524594897867374653,shadowladyex,🔥,250
1524594897867374653,alfims,🔥,250
1524594897867374653,lovegamesandthings00000,cube-gg,250
1524594897867374653,calypso_ba,👍,250
1524594897867374653,cerebralx1,👍,250
1524594897867374653,wolfmaron999,👍,1
1524594897867374653,alburldador,👍,250
1524594897867374653,ivanpetrov32,cube-gg,250
1524594897867374653,lillakra,👍,250
