# data/newsnode-reactions.2026-03.txt
# discordMsgId,username,emojiInApp,cubes

1478228035000860693,aswd002,zCube,250
1478228035000860693,ikaliayev,zCube,250
1478228035000860693,shadowladyex,zCube,250
1478228035000860693,valase,cube-fire,250
1478228035000860693,doubledwonders,zCube,250
1478228035000860693,madagascaradam,🤑,250
1478228035000860693,dahhel,cube-fire,250
1478228035000860693,slay_da_b,zCube,250
1478228035000860693,player0451,zCube,250
1478228035000860693,alyssrentori,🤔,250
1478228035000860693,somemarblesfriday,zCube,250
1478228035000860693,darkgammeth,zCube,250
1478228035000860693,skillfielder,zCube,250
1478228035000860693,absullahqazi,zCube,250
1478228035000860693,alphonsoe,🤑,250
1478228035000860693,alfims,🤘,250
1478228035000860693,ivanpetrov32,zCube,250
1478228035000860693,llucholba,zCube,250
1478228035000860693,calypso_ba,zCube,250
1478228035000860693,wolfmaron999,zCube,250
1478228035000860693,operacional_cae,🤘,250
1478228035000860693,rzvlover,zCube,250
1478228035000860693,yurigiu,❓,250
1478228035000860693,lillakra,zCube,250
1478228035000860693,100bitlive,zCube,250
1478228035000860693,alexwifi42,❤️,250
1478228035000860693,johnnymnemonics,🤑,250
1478228035000860693,giggadigga69,zCube,250
1478228035000860693,sasha5889,🤑,250
1478228035000860693,foreeeveeer,🤔,187
1478228035000860693,xiaoxiao9313,zCube,187
1478228035000860693,smogracing,zCube,187
1478228035000860693,irblacky,zCube,25
1478228035000860693,snoopys030,🤑,187
1478228035000860693,silent_luc,zCube,187
1479990538722869441,rzvlover,✅,250
1479990538722869441,aswd002,zLoveSteven,250
1479990538722869441,skillfielder,✅,250
1479990538722869441,jaappt,✅,250
1479990538722869441,player0451,✅,250
1479990538722869441,kexo111,✅,250
1479990538722869441,alyssrentori,✅,250
1479990538722869441,lillakra,✅,250
1479990538722869441,shadowladyex,✅,250
1479990538722869441,alfims,❤️,250
1479990538722869441,100bitlive,👀,250
1479990538722869441,dahhel,❤️,250
1479990538722869441,valase,🐾,250
1479990538722869441,johnnymnemonics,✅,250
1479990538722869441,slay_da_b,✅,250
1479990538722869441,operacional_cae,✅,250
1479990538722869441,darkgammeth,✅,250
1479990538722869441,ikaliayev,✅,250
1479990538722869441,irblacky,✅,250
1479990538722869441,neoncryptog,✅,250
1479990538722869441,madagascaradam,👀,250
1479990538722869441,llucholba,✅,250
1479990538722869441,somemarblesfriday,✅,250
1479990538722869441,snoopys030,✅,250
1479990538722869441,sasha5889,✅,250
1479990538722869441,calypso_ba,✅,250
1479990538722869441,avin_novor,❤️,250
1479990538722869441,exine4595,zLoveSteven,250
1479990538722869441,ivanpetrov32,✅,250
1479990538722869441,robin3one,✅,187
1479990538722869441,yurigiu,👍,250
1479990538722869441,alexwifi42,❤️,250
1479990538722869441,zoskycube,❤️,250
1479990538722869441,doubledwonders,👀,187
1479990538722869441,whitepai,✅,187
1479990538722869441,silent_luc,✅,250
1479990538722869441,smogracing,✅,187
1479990538722869441,alburldador,👀,140
1480225321126072450,aswd002,zLoveSteven,250
1480225321126072450,darkgammeth,🇴,250
1480225321126072450,doubledwonders,zLoveSteven,250
1480225321126072450,skillfielder,zLoveSteven,250
1480225321126072450,operacional_cae,zLoveSteven,250
1480225321126072450,alexwifi42,❤️,250
1480225321126072450,yurigiu,🫨,250
1480225321126072450,whitepai,🇴,250
1480225321126072450,dahhel,❤️,250
1480225321126072450,jaappt,❤️,250
1480225321126072450,100bitlive,🫨,250
1480225321126072450,alyssrentori,🫨,250
1480225321126072450,lillakra,zLoveSteven,250
1480225321126072450,kexo111,zLoveSteven,250
1480225321126072450,neoncryptog,zLoveSteven,250
1480225321126072450,player0451,zLoveSteven,250
1480225321126072450,johnnymnemonics,zCube,250
1480225321126072450,irblacky,zLoveSteven,250
1480225321126072450,exine4595,zCube,250
1480225321126072450,ikaliayev,zCube,250
1480225321126072450,calypso_ba,zLoveSteven,250
1480225321126072450,rzvlover,zLoveSteven,250
1480225321126072450,alfims,❤️,250
1480225321126072450,wolfmaron999,zLoveSteven,250
1480225321126072450,madagascaradam,zLoveSteven,250
1480225321126072450,somemarblesfriday,zLoveSteven,250
1480225321126072450,robin3one,❤️,250
1480225321126072450,valase,🫂,250
1480225321126072450,ivanpetrov32,zCube,250
1480225321126072450,silent_luc,zCube,250
1480225321126072450,shadowladyex,zCube,250
1480225321126072450,snoopys030,zLoveSteven,250
1480225321126072450,avin_novor,❤️,250
1480225321126072450,sasha5889,zLoveSteven,250
1480225321126072450,foreeeveeer,zCube,250
1480225321126072450,cerebralx1,🆗,187
1480225321126072450,smogracing,zLoveSteven,140
1480225321126072450,alburldador,zCube,140
1480225321126072450,llucholba,zLoveSteven,105
1481749024997642444,rzvlover,❤️,250
1481749024997642444,player0451,🔥,250
1481749024997642444,irblacky,🔥,250
1481749024997642444,darkgammeth,🎉,250
1481749024997642444,jaappt,🔥,250
1481749024997642444,ikaliayev,❤️,250
1481749024997642444,alexwifi42,❤️,250
1481749024997642444,sasha5889,🔥,250
1481749024997642444,operacional_cae,👍,250
1481749024997642444,alfims,👍,250
1481749024997642444,lillakra,🔥,250
1481749024997642444,dahhel,👍,250
1481749024997642444,valase,💰,250
1481749024997642444,calypso_ba,💰,250
1481749024997642444,yurigiu,👍,250
1481749024997642444,alyssrentori,🤔,250
1481749024997642444,skillfielder,🔥,250
1481749024997642444,foreeeveeer,🤔,250
1481749024997642444,johnnymnemonics,🤔,250
1481749024997642444,aswd002,🤔,250
1481749024997642444,avin_novor,❤️,250
1481749024997642444,madagascaradam,💰,250
1481749024997642444,somemarblesfriday,💰,250
1481749024997642444,neoncryptog,🔥,250
1481749024997642444,snoopys030,🔥,250
1481749024997642444,100bitlive,💰,250
1481749024997642444,shadowladyex,👍,250
1481749024997642444,slay_da_b,👍,250
1481749024997642444,exine4595,🎉,250
1481749024997642444,wolfmaron999,🔥,250
1481749024997642444,ivanpetrov32,👍,250
1481749024997642444,alphonsoe,😂,250
1481749024997642444,cerebralx1,👍,250
1481749024997642444,llucholba,🔥,187
1481749024997642444,silent_luc,👍,187
1481749024997642444,robin3one,🔥,187
1481749024997642444,smogracing,👍,187
1481749024997642444,alburldador,👍,140
1481749024997642444,kexo111,🔥,140
1481749024997642444,doubledwonders,👍,105
1486110962724503643,rzvlover,❤️,250
1486110962724503643,lillakra,❤️,250
1486110962724503643,irblacky,❤️,250
1486110962724503643,player0451,❤️,250
1486110962724503643,ikaliayev,❤️,250
1486110962724503643,operacional_cae,😱,250
1486110962724503643,darthnomadkiller,😱,250
1486110962724503643,valase,💹,250
1486110962724503643,alexwifi42,❤️,250
1486110962724503643,skillfielder,💹,250
1486110962724503643,johnnymnemonics,😱,250
1486110962724503643,100bitlive,🤔,250
1486110962724503643,calypso_ba,😱,250
1486110962724503643,somemarblesfriday,😱,250
1486110962724503643,yurigiu,👍,250
1486110962724503643,madagascaradam,💹,250
1486110962724503643,alyssrentori,😱,250
1486110962724503643,dahhel,❤️,250
1486110962724503643,zoskycube,👋,250
1486110962724503643,jaappt,😱,250
1486110962724503643,aswd002,💹,250
1486110962724503643,snoopys030,❤️,250
1486110962724503643,wolfmaron999,❤️,250
1486110962724503643,slay_da_b,❤️,250
1486110962724503643,neoncryptog,❤️,250
1486110962724503643,avin_novor,❤️,250
1486110962724503643,mori2323,🤔,250
1486110962724503643,exine4595,🔥,250
1486110962724503643,sasha5889,❤️,250
1486110962724503643,alfims,👍,250
1486110962724503643,llucholba,🔥,250
1486110962724503643,robin3one,❤️,250
1486110962724503643,darkgammeth,❤️,250
1486110962724503643,shadowladyex,🤔,250
1486110962724503643,silent_luc,🤔,250
1486110962724503643,doubledwonders,👍,140
1486110962724503643,smogracing,😱,250
1486110962724503643,foreeeveeer,😱,187
1486110962724503643,ivanpetrov32,👍,187
1486110962724503643,alburldador,😱,140
1486351144686190795,alexwifi42,🥳,250
1486351144686190795,rzvlover,🥳,250
1486351144686190795,irblacky,🥳,250
1486351144686190795,darkgammeth,🥳,250
1486351144686190795,calypso_ba,🥳,250
1486351144686190795,operacional_cae,👍,250
1486351144686190795,wolfmaron999,🥳,250
1486351144686190795,valase,🗳️,250
1486351144686190795,shadowladyex,🥳,187
1486351144686190795,lillakra,🥳,250
1486351144686190795,snoopys030,🥳,250
1486351144686190795,silent_luc,🥳,187
1486351144686190795,doubledwonders,👍,250
1486351144686190795,neoncryptog,🥳,250
1486351144686190795,100bitlive,🗳️,250
1486351144686190795,dahhel,🥳,250
1486351144686190795,yurigiu,👍,250
1486351144686190795,alyssrentori,🤔,250
1486351144686190795,ikaliayev,👍,250
1486351144686190795,robin3one,🥳,250
1486351144686190795,slay_da_b,👍,250
1486351144686190795,skillfielder,🗳️,250
1486351144686190795,player0451,🥳,250
1486351144686190795,somemarblesfriday,🥳,250
1486351144686190795,smogracing,👍,250
1486351144686190795,sasha5889,🥳,250
1486351144686190795,johnnymnemonics,🤔,250
1486351144686190795,aswd002,🤔,250
1486351144686190795,madagascaradam,🥳,250
1486351144686190795,avin_novor,❤️,250
1486351144686190795,jaappt,👍,250
1486351144686190795,foreeeveeer,🥳,187
1486351144686190795,llucholba,🥳,250
1486351144686190795,alfims,❤️,187
1486351144686190795,ivanpetrov32,👍,140
1486351144686190795,alburldador,👍,140
1487188829000568953,rzvlover,❤️,250
1487188829000568953,alexwifi42,🥰,250
1487188829000568953,player0451,❤️,250
1487188829000568953,doubledwonders,🍀,250
1487188829000568953,operacional_cae,👍,250
1487188829000568953,valase,😖,250
1487188829000568953,lillakra,❤️,250
1487188829000568953,ikaliayev,🤔,250
1487188829000568953,somemarblesfriday,😖,250
1487188829000568953,dahhel,❤️,250
1487188829000568953,skillfielder,🤔,250
1487188829000568953,irblacky,❤️,250
1487188829000568953,madagascaradam,🥹,250
1487188829000568953,alfims,🍀,250
1487188829000568953,shadowladyex,🤔,250
1487188829000568953,calypso_ba,🥰,250
1487188829000568953,johnnymnemonics,🤔,250
1487188829000568953,alyssrentori,🤔,250
1487188829000568953,yurigiu,👍,250
1487188829000568953,100bitlive,🍀,250
1487188829000568953,jaappt,👍,250
1487188829000568953,sasha5889,❤️,250
1487188829000568953,aswd002,🤔,250
1487188829000568953,wolfmaron999,❤️,250
1487188829000568953,darkgammeth,❤️,250
1487188829000568953,darkranx,❤️,250
1487188829000568953,neoncryptog,❤️,250
1487188829000568953,llucholba,❤️,250
1487188829000568953,silent_luc,🤔,250
1487188829000568953,foreeeveeer,🍀,187
1487188829000568953,snoopys030,❤️,187
1487188829000568953,slay_da_b,❤️,187
1487188829000568953,ivanpetrov32,👍,105
1487188829000568953,alburldador,👍,187
1487188829000568953,smogracing,🤔,187
1487849008386015463,valase,🤣,250
1487849008386015463,alexwifi42,👀,250
1487849008386015463,player0451,🤣,250
1487849008386015463,neoncryptog,🤣,250
1487849008386015463,ikaliayev,🤣,250
1487849008386015463,100bitlive,👀,250
1487849008386015463,rzvlover,👀,250
1487849008386015463,darkgammeth,👀,250
1487849008386015463,johnnymnemonics,👀,250
1487849008386015463,irblacky,🤣,250
1487849008386015463,operacional_cae,👀,250
1487849008386015463,yurigiu,👍,250
1487849008386015463,calypso_ba,🤣,250
1487849008386015463,sasha5889,🤣,250
1487849008386015463,dahhel,👀,250
1487849008386015463,ivanpetrov32,👍,250
1487849008386015463,pika_gamy,🤘,250
1487849008386015463,snoopys030,🤣,250
1487849008386015463,somemarblesfriday,👀,250
1487849008386015463,darkranx,👀,250
