sessionId,appId,gameName,sessionStart,sessionEnd,videoId,unlockEpoch,achievementApiName,displayName,rarity,zCubes
6f676eb5ef98,105600,Terraria,2026-02-01T13:47:44.450Z,2026-02-01T21:48:16.449Z,,2026-02-01T14:02:49.000Z,WORM_FODDER,Worm Fodder,35.3,65
6f676eb5ef98,105600,Terraria,2026-02-01T13:47:44.450Z,2026-02-01T21:48:16.449Z,,2026-02-01T16:41:03.000Z,DEFEAT_DEERCLOPS,An Eye For An Eye,15.5,85
c69dc4a2ac8b,105600,Terraria,2026-02-03T20:33:20.732Z,2026-02-04T00:50:01.992Z,,2026-02-03T22:40:18.000Z,STILL_HUNGRY,Still Hungry,39.4,61
c69dc4a2ac8b,105600,Terraria,2026-02-03T20:33:20.732Z,2026-02-04T00:50:01.992Z,,2026-02-03T22:40:24.000Z,ITS_HARD,It's Hard!,39.2,61
c69dc4a2ac8b,105600,Terraria,2026-02-03T20:33:20.732Z,2026-02-04T00:50:01.992Z,,2026-02-03T22:45:20.000Z,BEGONE_EVIL,"Begone, Evil!",37.5,63
c69dc4a2ac8b,105600,Terraria,2026-02-03T20:33:20.732Z,2026-02-04T00:50:01.992Z,,2026-02-03T23:39:17.000Z,FREQUENT_FLYER,The Frequent Flyer,28.3,72
63c1463e21d9,105600,Terraria,2026-02-04T23:30:13.989Z,2026-02-05T01:20:34.020Z,34fle1PvzUM,2026-02-04T23:52:51.000Z,EXTRA_SHINY,Extra Shiny!,35.7,64
4ac55c26cbcf,105600,Terraria,2026-02-05T20:33:47.824Z,2026-02-05T21:59:27.237Z,XqQfbKe4jEI,2026-02-05T21:32:25.000Z,DEFEAT_QUEEN_SLIME,Just Desserts,21.5,79
698c3939e80d,458580,Windlands 2,2026-02-06T02:36:09.602Z,2026-02-06T03:00:21.425Z,,2026-02-06T03:00:21.000Z,FinishTutorial,Trained Hunter,76.1,24
4e88ba873b83,105600,Terraria,2026-02-06T21:43:59.308Z,2026-02-07T01:29:27.981Z,,2026-02-07T00:18:12.000Z,BUCKETS_OF_BOLTS,Buckets of Bolts,30.9,69
4e88ba873b83,105600,Terraria,2026-02-06T21:43:59.308Z,2026-02-07T01:29:27.981Z,,2026-02-07T00:50:55.000Z,PHOTOSYNTHESIS,Photosynthesis,28.9,71
4e88ba873b83,105600,Terraria,2026-02-06T21:43:59.308Z,2026-02-07T01:29:27.981Z,,2026-02-07T00:55:05.000Z,GET_A_LIFE,Get a Life,32.6,67
aeba3abbb28d,105600,Terraria,2026-02-07T16:35:05.671Z,2026-02-07T20:48:27.719Z,S__YuSHtmSM,2026-02-07T19:13:05.000Z,THE_GREAT_SOUTHERN_PLANTKILL,The Great Southern Plantkill,29.6,70
aeba3abbb28d,105600,Terraria,2026-02-07T16:35:05.671Z,2026-02-07T20:48:27.719Z,S__YuSHtmSM,2026-02-07T19:46:09.000Z,KILL_THE_SUN,Kill the Sun,30.8,69
aeba3abbb28d,105600,Terraria,2026-02-07T16:35:05.671Z,2026-02-07T20:48:27.719Z,S__YuSHtmSM,2026-02-07T20:41:19.000Z,TEMPLE_RAIDER,Temple Raider,26.6,73
884311300cc1,105600,Terraria,2026-02-07T23:24:48.009Z,2026-02-08T01:51:31.087Z,S__YuSHtmSM,2026-02-08T01:12:24.000Z,LIHZAHRDIAN_IDOL,Lihzahrdian Idol,28.6,71
0754cad2ca5a,105600,Terraria,2026-02-08T17:16:17.706Z,2026-02-08T22:03:07.263Z,,2026-02-08T18:32:22.000Z,BIG_BOOTY,Big Booty,21.6,78
0754cad2ca5a,105600,Terraria,2026-02-08T17:16:17.706Z,2026-02-08T22:03:07.263Z,,2026-02-08T18:36:19.000Z,ROBBING_THE_GRAVE,Robbing the Grave,31.2,69
