timestamp,steamid,username,cost,hadAtPurchase,activated,playtimeMinutes,gamename
2026-06-01T04:10:31.297Z,1269950,alburldador,26065,0,1,1600,Buddy Simulator 1984
2026-06-01T05:59:57.893Z,2548260,sassdrake,25426,0,1,,The Devil's Typist
2026-06-01T20:21:29.497Z,3400000,darkranx,70480,0,1,2402,Cubic Odyssey
2026-06-02T12:35:16.256Z,2441270,pika_gamy,42048,0,1,0,Kill The Crows
2026-06-03T00:44:54.743Z,2441270,shadowladyex,42048,0,1,0,Kill The Crows
2026-06-03T13:53:28.617Z,331870,pika_gamy,66448,0,1,0,AER Memories of Old
2026-06-04T15:35:46.832Z,1282410,xiaoxiao9313,49968,0,1,0,Hard West 2
2026-06-06T07:43:18.163Z,539460,alburldador,25921,0,1,0,Puzzle Cube
2026-06-06T09:50:23.372Z,3109580,alfims,129376,0,1,0,I Am Legion: Stand Survivors
2026-06-06T15:28:00.920Z,1992700,pika_gamy,70144,0,1,0,Super Adventure Hand
2026-06-07T11:06:43.432Z,2259330,alexwifi42,115600,0,1,0,Mind Diver
2026-06-07T21:40:09.192Z,2602030,thanossoul,96480,0,1,0,Entropy Survivors
2026-06-08T07:16:54.250Z,1245580,sassdrake,25431,0,1,,Rest House II - The Wizard
2026-06-09T23:46:18.014Z,1810820,silent_luc,90640,0,0,,Etrian Odyssey III HD
2026-06-10T00:51:08.256Z,1810820,silent_luc,90640,0,0,,Etrian Odyssey III HD
2026-06-10T06:37:27.785Z,1202200,whitepai,101344,0,0,,Paleo Pines
2026-06-10T11:56:38.709Z,1202200,whitepai,101344,0,0,,Paleo Pines
2026-06-10T17:09:13.563Z,297720,silent_luc,49376,0,1,0,Corpse of Discovery
2026-06-11T10:55:55.337Z,2297650,snoopys030,36064,0,1,124,Re:Fresh
2026-06-11T15:18:23.926Z,658700,rafsongames,45440,0,1,0,V-Rally 4
2026-06-11T17:08:01.994Z,1574820,shadowladyex,90640,0,0,,Until Then
2026-06-11T18:12:36.413Z,1574820,shadowladyex,90640,0,0,,Until Then
2026-06-11T19:46:37.817Z,496620,cerebralx1,64144,0,1,0,Monster Slayers
2026-06-12T09:34:20.675Z,243120,yurigiu,205120,0,1,0,Betrayer
2026-06-12T16:57:11.833Z,2117430,100bitlive,78608,0,1,0,Purrrifiers: Cleaning Chaos (Play for Free with…
2026-06-12T20:54:02.319Z,529490,ragnar175,122304,0,1,0,Rogue Trooper Redux
2026-06-14T08:56:43.712Z,352640,slay_da_b,32128,0,1,104,The Indie Mixtape
2026-06-14T12:40:33.838Z,1569200,alfims,82320,0,1,1001,Brewmaster: Beer Brewing Simulator
2026-06-14T16:43:04.414Z,590590,lillakra,55872,0,1,0,Remnants of Naezith
2026-06-15T14:09:34.413Z,2272400,somemarblesfriday,28481,0,1,0,Station to Station
2026-06-15T20:46:48.096Z,20820,thanossoul,36000,0,1,0,Shatter
2026-06-16T06:01:36.559Z,1432910,slay_da_b,34064,0,1,258,Godlike Burger
2026-06-16T15:27:12.074Z,2187290,alphonsoe,46656,0,1,0,Wall World
2026-06-18T06:41:22.313Z,1412890,ikaliayev,39104,0,1,34,Frail Hearts: Versicorae Domlion
2026-06-18T16:27:03.028Z,1782460,ivanpetrov32,41472,0,1,281,Hell Clock
2026-06-18T16:38:21.203Z,1924170,smogracing,174592,0,1,0,TT Isle Of Man: Ride on the Edge 3
2026-06-19T03:37:45.267Z,1269950,slay_da_b,35153,0,1,463,Buddy Simulator 1984
2026-06-19T17:05:01.610Z,1658280,naoka_ueno,137088,0,0,,Eiyuden Chronicle: Hundred Heroes
2026-06-20T02:35:21.255Z,2331330,dahhel,119744,0,1,0,The Bridge Curse 2: The Extrication
2026-06-21T04:39:32.572Z,352640,alburldador,28736,0,1,0,The Indie Mixtape
2026-06-21T16:19:17.102Z,1658280,naoka_ueno,137088,0,0,,Eiyuden Chronicle: Hundred Heroes
2026-06-21T17:26:30.393Z,2456570,sassdrake,25429,0,1,,Surveillance Simulator
2026-06-22T08:11:24.852Z,3484310,sassdrake,25429,0,1,,Twilight
2026-06-22T14:11:55.089Z,1532690,silent_luc,110592,0,1,0,BLACKTAIL
2026-06-22T16:10:34.886Z,3195540,sassdrake,25431,0,0,,Captain Edward Continues
2026-06-22T23:04:55.465Z,259830,sassdrake,29952,0,1,181,Wooden Sen'SeY
2026-06-23T02:36:10.680Z,1214670,avin_novor,45760,0,1,0,Mr. Sun's Hatbox
2026-06-23T07:02:04.680Z,790750,sassdrake,29406,0,1,0,oVRshot
2026-06-23T13:38:03.248Z,3081670,sassdrake,30464,0,0,,Strigoi: The Vampire Legend
2026-06-24T04:26:10.054Z,256070,alburldador,28161,0,1,0,Truck Racer
2026-06-24T07:53:55.964Z,1931020,alexwifi42,87136,0,1,0,Slayers X: Terminal Aftermath: Vengance of the...
2026-06-24T07:55:22.964Z,1555150,alfims,53505,0,1,1181,Pocket Bravery
2026-06-24T10:26:10.361Z,3127480,sassdrake,32256,0,0,,CornField
2026-06-25T04:22:45.909Z,1793170,alburldador,25420,0,1,0,[EU ONLY] Racine
2026-06-25T06:16:33.228Z,1044980,slay_da_b,45377,0,1,90,Mech Mechanic Simulator
2026-06-25T07:22:04.465Z,1627570,ivanpetrov32,166401,0,1,0,The Plucky Squire
2026-06-25T07:32:09.355Z,802450,sassdrake,31777,0,1,0,NAIRI: Tower of Shirin
2026-06-25T13:32:00.382Z,1160220,shadowladyex,29216,0,1,109,Paradise Killer
2026-06-27T15:14:40.526Z,522240,xiaoxiao9313,28160,0,1,0,Pool Panic
2026-06-29T07:41:59.295Z,326410,ikaliayev,50241,0,1,0,Windward
2026-06-29T08:09:23.849Z,4542820,sassdrake,29872,0,,,Sad Virus Asia
