# data/newsnode-reactions.2026-08.txt
# discordMsgId,username,emojiInApp,cubes

1533161463705895112,lovegamesandthings00000,cube-love,250
1533161463705895112,lillakra,cube-love,250
1533161463705895112,neoncryptog,cube-love,250
1533161463705895112,slay_da_b,cube-love,250
1533161463705895112,ikaliayev,😅,250
1533161463705895112,operacional_cae,cube-love,250
1533161463705895112,dahhel,cube-love,250
1533161463705895112,valase,🎉,250
1533161463705895112,ivanpetrov32,🎉,250
1533161463705895112,madagascaradam,🎉,250
1533161463705895112,player0451,cube-love,250
1533161463705895112,alyssrentori,😅,250
1533161463705895112,sasha5889,cube-love,250
1533161463705895112,100bitlive,cube-love,250
1533161463705895112,somemarblesfriday,🎉,250
1533161463705895112,alfims,🎉,250
1533161463705895112,silent_luc,cube-love,250
1533161463705895112,darkranx,cube-love,250
1533161463705895112,yurigiu,cube-love,250
1533161463705895112,alexwifi42,cube-love,250
1533161463705895112,snoopys030,cube-love,250
1533161463705895112,avin_novor,❤️,250
1533161463705895112,aswd002,cube-love,250
1533161463705895112,mori2323,cube-love,250
1533161463705895112,shadowladyex,cube-love,250
1533161463705895112,llucholba,cube-love,250
1533161463705895112,alburldador,cube-love,250
1533161463705895112,lmbs00,cube-love,250
1533161463705895112,cerebralx1,🎉,187
1533161463705895112,johnnymnemonics,cube-love,187
1539875215759118467,alyssrentori,😶‍🌫️,250
1539875215759118467,slay_da_b,😶‍🌫️,250
1539875215759118467,alburldador,😶‍🌫️,250
1539875215759118467,alexwifi42,😶‍🌫️,250
1539875215759118467,neoncryptog,😶‍🌫️,250
1539875215759118467,calypso_ba,🥳,250
1539875215759118467,lmbs00,🥳,250
1539875215759118467,lillakra,🥳,250
1539875215759118467,yurigiu,👍,250
1539875215759118467,ikaliayev,🥳,250
1539875215759118467,dahhel,cube-love,250
1539875215759118467,somemarblesfriday,🥳,250
1539875215759118467,alfims,cube-love,250
1539875215759118467,operacional_cae,👍,250
1539875215759118467,shadowladyex,cube-love,250
1539875215759118467,silent_luc,😶‍🌫️,250
1539875215759118467,lovegamesandthings00000,cube-love,250
1539875215759118467,mori2323,🥳,250
1539875215759118467,madagascaradam,😶‍🌫️,250
1539875215759118467,valase,🏟️,250
1539875215759118467,johnnymnemonics,cube-love,250
1539875215759118467,cerebralx1,😶‍🌫️,250
1539875215759118467,snoopys030,🥳,250
1539875215759118467,llucholba,🥳,250
1539875215759118467,darkranx,😶‍🌫️,250
1539875215759118467,sasha5889,👍,250
1539875215759118467,ivanpetrov32,👍,140
1542922284959006760,slay_da_b,👍,250
1542922284959006760,alfims,👍,250
1542922284959006760,player0451,👍,250
1542922284959006760,ikaliayev,🥳,250
1542922284959006760,operacional_cae,👍,250
1542922284959006760,ivanpetrov32,🥳,250
1542922284959006760,alburldador,🥳,250
1542922284959006760,alyssrentori,🥳,250
1542922284959006760,calypso_ba,🥳,250
1542922284959006760,valase,🍰,250
1542922284959006760,somemarblesfriday,🥳,250
1542922284959006760,dahhel,🥳,250
1542922284959006760,alexwifi42,🥳,250
1542922284959006760,lmbs00,🥳,250
1542922284959006760,lillakra,👍,250
1542922284959006760,neoncryptog,👍,250
1542922284959006760,mori2323,🥳,250
1542922284959006760,100bitlive,🍰,250
1542922284959006760,shadowladyex,🥳,250
1542922284959006760,silent_luc,🥳,250
1542922284959006760,4gazmin4,🥳,250
1542922284959006760,lovegamesandthings00000,cube-hype,250
1542922284959006760,madagascaradam,🎂,250
1542922284959006760,snoopys030,🍰,250
1542922284959006760,darkranx,🥳,250
1542922284959006760,sasha5889,🥳,250
1542922284959006760,wolfmaron999,👍,250
1542922284959006760,aswd002,👍,250
1542922284959006760,yurigiu,👍,250
1542922284959006760,cerebralx1,👍,250
1542922284959006760,johnnymnemonics,cube-hype,250
1542922284959006760,llucholba,🥳,187
