sessionId,appId,gameName,sessionStart,sessionEnd,videoId,unlockEpoch,achievementApiName,displayName,rarity,zCubes
09b39ad2249c,1410640,Syberia: The World Before,2026-06-03T17:01:11.114Z,2026-06-03T19:48:23.928Z,nGoPqbULDi8,2026-06-03T17:21:41.000Z,Trophy_Gourd,Be prepared,45.1,55
09b39ad2249c,1410640,Syberia: The World Before,2026-06-03T17:01:11.114Z,2026-06-03T19:48:23.928Z,nGoPqbULDi8,2026-06-03T18:33:42.000Z,Trophy_MistBridge,Unexpected encounter,46.4,54
b8e92f130aaf,311690,Enter the Gungeon,2026-06-04T04:00:09.253Z,2026-06-04T23:26:46.175Z,8py-ZpRY9CE,2026-06-04T20:52:56.000Z,COMPLETE_GUNSLING_MULTI,Hedge Slinger,13.7,86
87e5f24ea2df,692890,Roboquest,2026-06-04T21:21:40.081Z,2026-06-04T22:37:36.172Z,jFMJm1W1kvU,2026-06-04T21:34:26.000Z,CANYON_DEATH,It's Gonna be a Looong Journey,25.5,75
87e5f24ea2df,692890,Roboquest,2026-06-04T21:21:40.081Z,2026-06-04T22:37:36.172Z,jFMJm1W1kvU,2026-06-04T21:38:55.000Z,BUS_JUMP,Party Bus,65.3,35
87e5f24ea2df,692890,Roboquest,2026-06-04T21:21:40.081Z,2026-06-04T22:37:36.172Z,jFMJm1W1kvU,2026-06-04T21:40:31.000Z,DAMAGE_DEALT_BRONZE,Damage Dealer (Bronze),82.5,18
d6a4a21c4b25,242680,Nuclear Throne,2026-06-04T23:42:50.887Z,2026-06-04T23:58:51.731Z,kEQql1COkb8,2026-06-04T23:50:14.000Z,a31,Bandit Stopper,79.5,21
d6a4a21c4b25,242680,Nuclear Throne,2026-06-04T23:42:50.887Z,2026-06-04T23:58:51.731Z,kEQql1COkb8,2026-06-04T23:51:02.000Z,a1,Eyes Unlocked,78.2,22
d6a4a21c4b25,242680,Nuclear Throne,2026-06-04T23:42:50.887Z,2026-06-04T23:58:51.731Z,kEQql1COkb8,2026-06-04T23:52:38.000Z,a2,Plant Unlocked,73.3,27
d6a4a21c4b25,242680,Nuclear Throne,2026-06-04T23:42:50.887Z,2026-06-04T23:58:51.731Z,kEQql1COkb8,2026-06-04T23:54:58.000Z,a0,Melting Unlocked,85.1,15
