sessionId,appId,gameName,sessionStart,sessionEnd,videoId,unlockEpoch,achievementApiName,displayName,rarity,zCubes
2af72fb0d372,1089980,The Henry Stickmin Collection,2026-07-01T14:11:59.115Z,2026-07-01T15:36:47.423Z,SHxLsalYd1o,2026-07-01T15:02:53.000Z,ita_bios,Membership,27.6,72
2af72fb0d372,1089980,The Henry Stickmin Collection,2026-07-01T14:11:59.115Z,2026-07-01T15:36:47.423Z,SHxLsalYd1o,2026-07-01T15:25:25.000Z,ftc_tb,Rank: TB,62.7,37
2af72fb0d372,1089980,The Henry Stickmin Collection,2026-07-01T14:11:59.115Z,2026-07-01T15:36:47.423Z,SHxLsalYd1o,2026-07-01T15:34:13.000Z,ftc_fails,Notorious Failster,50.1,50
2af72fb0d372,1089980,The Henry Stickmin Collection,2026-07-01T14:11:59.115Z,2026-07-01T15:36:47.423Z,SHxLsalYd1o,2026-07-01T15:28:23.000Z,ftc_iro,Rank: IRO,65.1,35
dc562215c4aa,1089980,The Henry Stickmin Collection,2026-07-02T04:00:08.355Z,2026-07-03T04:00:08.298Z,obNbRoUIiZw,2026-07-02T15:35:08.000Z,ctm_cending,Ending: SSR,51.5,49
dc562215c4aa,1089980,The Henry Stickmin Collection,2026-07-02T04:00:08.355Z,2026-07-03T04:00:08.298Z,obNbRoUIiZw,2026-07-02T15:47:00.000Z,ctm_pending,Ending: T4L,49.6,50
dc562215c4aa,1089980,The Henry Stickmin Collection,2026-07-02T04:00:08.355Z,2026-07-03T04:00:08.298Z,obNbRoUIiZw,2026-07-02T15:51:58.000Z,ctm_dending,Ending: LNE,48.8,51
dc562215c4aa,1089980,The Henry Stickmin Collection,2026-07-02T04:00:08.355Z,2026-07-03T04:00:08.298Z,obNbRoUIiZw,2026-07-02T15:56:32.000Z,ctm_hending,Ending: VH,52.1,48
dc562215c4aa,1089980,The Henry Stickmin Collection,2026-07-02T04:00:08.355Z,2026-07-03T04:00:08.298Z,obNbRoUIiZw,2026-07-02T15:58:39.000Z,ctm_mending1,Ending: PP,52.6,47
dc562215c4aa,1089980,The Henry Stickmin Collection,2026-07-02T04:00:08.355Z,2026-07-03T04:00:08.298Z,obNbRoUIiZw,2026-07-02T16:07:37.000Z,ctm_fending,Ending: MBH,47.5,53
dc562215c4aa,1089980,The Henry Stickmin Collection,2026-07-02T04:00:08.355Z,2026-07-03T04:00:08.298Z,obNbRoUIiZw,2026-07-02T16:20:57.000Z,ctm_eending,Ending: SBO,52.6,47
dc562215c4aa,1089980,The Henry Stickmin Collection,2026-07-02T04:00:08.355Z,2026-07-03T04:00:08.298Z,obNbRoUIiZw,2026-07-02T16:25:55.000Z,ctm_kending,Ending: R,52.2,48
1d5b3f9d0b9a,1089980,The Henry Stickmin Collection,2026-07-03T04:00:09.448Z,2026-07-04T04:00:06.656Z,INInAVfQpZI,2026-07-03T20:02:33.000Z,ctm_potg,Play of the Game,42.8,57
37c22bf41d64,1089980,The Henry Stickmin Collection,2026-07-04T04:00:07.584Z,2026-07-05T04:00:06.357Z,3e7c5pPjtMI,2026-07-04T20:29:03.000Z,ctm_lockpick,Lockpick Pro,44,56
37c22bf41d64,1089980,The Henry Stickmin Collection,2026-07-04T04:00:07.584Z,2026-07-05T04:00:06.357Z,3e7c5pPjtMI,2026-07-04T20:39:55.000Z,ctm_fails,The Story Ends,37.9,62
959d7d9e7f07,1089980,The Henry Stickmin Collection,2026-07-05T04:00:07.319Z,2026-07-06T04:00:06.390Z,0PkC7Y9wQkE,2026-07-06T00:02:07.000Z,ftc_bios,Roll Call,24.6,75
