username,amount,reason,timestamp,date
ikaliayev,45,Phase 1: GPU,1788226349651,2026-09-01
snoopys030,45,Phase 1: GPU,1788226349654,2026-09-01
shadowladyex,65,Phase 2: RAM,1788227094729,2026-09-01
snoopys030,65,Phase 2: RAM,1788227094734,2026-09-01
mori2323,65,Phase 2: RAM,1788227094738,2026-09-01
valase,65,Phase 2: RAM,1788227094748,2026-09-01
aswd002,65,Phase 2: RAM,1788227094754,2026-09-01
thanossoul,65,Phase 2: RAM,1788227094767,2026-09-01
silent_luc,65,Phase 2: RAM,1788227094772,2026-09-01
ikaliayev,65,Phase 2: RAM,1788227094775,2026-09-01
lmbs00,65,Phase 2: RAM,1788227094779,2026-09-01
dahhel,65,Phase 2: RAM,1788227094783,2026-09-01
dahhel,90,Phase 3: HDD,1788227630710,2026-09-01
lmbs00,90,Phase 3: HDD,1788227630719,2026-09-01
snoopys030,90,Phase 3: HDD,1788227630722,2026-09-01
silent_luc,90,Phase 3: HDD,1788227630725,2026-09-01
valase,90,Phase 3: HDD,1788227630726,2026-09-01
madagascaradam,90,Phase 3: HDD,1788227630729,2026-09-01
thanossoul,90,Phase 3: HDD,1788227630752,2026-09-01
shadowladyex,90,Phase 3: HDD,1788227630756,2026-09-01
ikaliayev,90,Phase 3: HDD,1788227630762,2026-09-01
thanossoul,45,Phase 1: CPU,1788229273007,2026-09-01
shadowladyex,45,Phase 1: CPU,1788229273019,2026-09-01
snoopys030,45,Phase 1: CPU,1788229273023,2026-09-01
alyssrentori,45,Phase 1: CPU,1788229273042,2026-09-01
valase,45,Phase 1: CPU,1788229273045,2026-09-01
lmbs00,45,Phase 1: CPU,1788229273048,2026-09-01
ikaliayev,45,Phase 1: CPU,1788229273050,2026-09-01
mori2323,45,Phase 1: CPU,1788229273053,2026-09-01
lovegamesandthings00000,45,Phase 1: CPU,1788229273058,2026-09-01
aswd002,45,Phase 1: CPU,1788229273061,2026-09-01
dahhel,45,Phase 1: CPU,1788229273064,2026-09-01
madagascaradam,45,Phase 1: CPU,1788229273070,2026-09-01
shadowladyex,65,Phase 2: HDD,1788229858326,2026-09-01
dahhel,65,Phase 2: HDD,1788229858333,2026-09-01
slay_da_b,65,Phase 2: HDD,1788229858351,2026-09-01
mori2323,65,Phase 2: HDD,1788229858354,2026-09-01
ikaliayev,65,Phase 2: HDD,1788229858383,2026-09-01
thanossoul,65,Phase 2: HDD,1788229858399,2026-09-01
lmbs00,65,Phase 2: HDD,1788229858406,2026-09-01
mori2323,90,Phase 3: RAM,1788230333305,2026-09-01
thanossoul,90,Phase 3: RAM,1788230333311,2026-09-01
dahhel,90,Phase 3: RAM,1788230333316,2026-09-01
lmbs00,90,Phase 3: RAM,1788230333321,2026-09-01
shadowladyex,90,Phase 3: RAM,1788230333343,2026-09-01
ikaliayev,90,Phase 3: RAM,1788230333374,2026-09-01
snoopys030,90,Phase 3: RAM,1788230333390,2026-09-01
valase,90,Phase 3: RAM,1788230333410,2026-09-01
mori2323,45,Phase 1: GPU,1788231862338,2026-09-01
madagascaradam,45,Phase 1: GPU,1788231862354,2026-09-01
shadowladyex,45,Phase 1: GPU,1788231862357,2026-09-01
ikaliayev,45,Phase 1: GPU,1788231862375,2026-09-01
snoopys030,45,Phase 1: GPU,1788231862377,2026-09-01
valase,45,Phase 1: GPU,1788231862384,2026-09-01
dahhel,45,Phase 1: GPU,1788231862386,2026-09-01
slay_da_b,45,Phase 1: GPU,1788231862389,2026-09-01
lmbs00,45,Phase 1: GPU,1788231862395,2026-09-01
thanossoul,45,Phase 1: GPU,1788231862399,2026-09-01
xiaoxiao9313,45,Phase 1: GPU,1788231862404,2026-09-01
madagascaradam,65,Phase 2: RAM,1788232673940,2026-09-01
valase,65,Phase 2: RAM,1788232673955,2026-09-01
xiaoxiao9313,65,Phase 2: RAM,1788232673957,2026-09-01
lmbs00,65,Phase 2: RAM,1788232673960,2026-09-01
snoopys030,65,Phase 2: RAM,1788232673962,2026-09-01
dahhel,65,Phase 2: RAM,1788232673966,2026-09-01
mori2323,65,Phase 2: RAM,1788232673972,2026-09-01
shadowladyex,65,Phase 2: RAM,1788232673974,2026-09-01
ikaliayev,65,Phase 2: RAM,1788232673978,2026-09-01
player0451,65,Phase 2: RAM,1788232674017,2026-09-01
valase,90,Phase 3: HDD,1788233100121,2026-09-01
ikaliayev,90,Phase 3: HDD,1788233100157,2026-09-01
player0451,90,Phase 3: HDD,1788233100160,2026-09-01
dahhel,90,Phase 3: HDD,1788233100162,2026-09-01
snoopys030,90,Phase 3: HDD,1788233100166,2026-09-01
madagascaradam,90,Phase 3: HDD,1788233100168,2026-09-01
shadowladyex,90,Phase 3: HDD,1788233100170,2026-09-01
mori2323,90,Phase 3: HDD,1788233100178,2026-09-01
slay_da_b,45,Phase 1: RAM,1788234635160,2026-09-01
mori2323,45,Phase 1: RAM,1788234635171,2026-09-01
xiaoxiao9313,45,Phase 1: RAM,1788234635190,2026-09-01
ikaliayev,45,Phase 1: RAM,1788234635193,2026-09-01
valase,45,Phase 1: RAM,1788234635195,2026-09-01
dahhel,45,Phase 1: RAM,1788234635204,2026-09-01
alyssrentori,45,Phase 1: RAM,1788234635207,2026-09-01
snoopys030,45,Phase 1: RAM,1788234635210,2026-09-01
lmbs00,45,Phase 1: RAM,1788234635212,2026-09-01
shadowladyex,45,Phase 1: RAM,1788234635216,2026-09-01
xiaoxiao9313,65,Phase 2: HDD,1788235526644,2026-09-01
thanossoul,65,Phase 2: HDD,1788235526652,2026-09-01
valase,65,Phase 2: HDD,1788235526665,2026-09-01
mori2323,65,Phase 2: HDD,1788235526671,2026-09-01
ikaliayev,65,Phase 2: HDD,1788235526682,2026-09-01
lmbs00,65,Phase 2: HDD,1788235526688,2026-09-01
snoopys030,65,Phase 2: HDD,1788235526690,2026-09-01
player0451,65,Phase 2: HDD,1788235526692,2026-09-01
slay_da_b,65,Phase 2: HDD,1788235526747,2026-09-01
lovegamesandthings00000,65,Phase 2: HDD,1788235526759,2026-09-01
llucholba,65,Phase 2: HDD,1788235526766,2026-09-01
dahhel,65,Phase 2: HDD,1788235526768,2026-09-01
ikaliayev,90,Phase 3: CPU,1788236066652,2026-09-01
lmbs00,90,Phase 3: CPU,1788236066656,2026-09-01
valase,90,Phase 3: CPU,1788236066662,2026-09-01
xiaoxiao9313,90,Phase 3: CPU,1788236066670,2026-09-01
snoopys030,90,Phase 3: CPU,1788236066672,2026-09-01
dahhel,90,Phase 3: CPU,1788236066676,2026-09-01
mori2323,90,Phase 3: CPU,1788236066681,2026-09-01
aswd002,90,Phase 3: CPU,1788236066685,2026-09-01
lmbs00,120,Phase 4: GPU,1788236547621,2026-09-01
ikaliayev,120,Phase 4: GPU,1788236547626,2026-09-01
alburldador,120,Phase 4: GPU,1788236547632,2026-09-01
lovegamesandthings00000,120,Phase 4: GPU,1788236547639,2026-09-01
xiaoxiao9313,120,Phase 4: GPU,1788236547667,2026-09-01
llucholba,120,Phase 4: GPU,1788236547670,2026-09-01
dahhel,120,Phase 4: GPU,1788236547714,2026-09-01
valase,120,Phase 4: GPU,1788236547861,2026-09-01
valase,100,proStar bonus: all 4 phases,1788236548248,2026-09-01
ikaliayev,100,proStar bonus: all 4 phases,1788236548253,2026-09-01
lmbs00,100,proStar bonus: all 4 phases,1788236548257,2026-09-01
dahhel,100,proStar bonus: all 4 phases,1788236548277,2026-09-01
xiaoxiao9313,100,proStar bonus: all 4 phases,1788236548334,2026-09-01
ikaliayev,45,Phase 1: RAM,1788237512955,2026-09-01
alburldador,45,Phase 1: RAM,1788237512978,2026-09-01
thanossoul,45,Phase 1: RAM,1788237512980,2026-09-01
snoopys030,45,Phase 1: RAM,1788237512982,2026-09-01
llucholba,45,Phase 1: RAM,1788237512984,2026-09-01
valase,45,Phase 1: RAM,1788237512990,2026-09-01
xiaoxiao9313,45,Phase 1: RAM,1788237512992,2026-09-01
lmbs00,45,Phase 1: RAM,1788237512995,2026-09-01
dahhel,45,Phase 1: RAM,1788237512998,2026-09-01
alburldador,65,Phase 2: GPU,1788237978599,2026-09-01
lmbs00,65,Phase 2: GPU,1788237978617,2026-09-01
xiaoxiao9313,65,Phase 2: GPU,1788237978623,2026-09-01
thanossoul,65,Phase 2: GPU,1788237978626,2026-09-01
ikaliayev,65,Phase 2: GPU,1788237978628,2026-09-01
dahhel,65,Phase 2: GPU,1788237978632,2026-09-01
mori2323,65,Phase 2: GPU,1788237978635,2026-09-01
llucholba,90,Phase 3: HDD,1788238457576,2026-09-01
mori2323,90,Phase 3: HDD,1788238457579,2026-09-01
dahhel,90,Phase 3: HDD,1788238457589,2026-09-01
xiaoxiao9313,90,Phase 3: HDD,1788238457591,2026-09-01
lmbs00,90,Phase 3: HDD,1788238457594,2026-09-01
ikaliayev,90,Phase 3: HDD,1788238457601,2026-09-01
alburldador,90,Phase 3: HDD,1788238457648,2026-09-01
snoopys030,90,Phase 3: HDD,1788238457675,2026-09-01
alburldador,120,Phase 4: CPU,1788238949663,2026-09-01
snoopys030,120,Phase 4: CPU,1788238949666,2026-09-01
dahhel,120,Phase 4: CPU,1788238949668,2026-09-01
player0451,120,Phase 4: CPU,1788238949710,2026-09-01
slay_da_b,120,Phase 4: CPU,1788238949725,2026-09-01
aswd002,120,Phase 4: CPU,1788238949742,2026-09-01
mori2323,120,Phase 4: CPU,1788238949743,2026-09-01
xiaoxiao9313,120,Phase 4: CPU,1788238949746,2026-09-01
lmbs00,120,Phase 4: CPU,1788238949747,2026-09-01
ivanpetrov32,120,Phase 4: CPU,1788238949751,2026-09-01
ikaliayev,120,Phase 4: CPU,1788238949753,2026-09-01
ikaliayev,100,proStar bonus: all 4 phases,1788238950291,2026-09-01
alburldador,100,proStar bonus: all 4 phases,1788238950304,2026-09-01
lmbs00,100,proStar bonus: all 4 phases,1788238950312,2026-09-01
xiaoxiao9313,100,proStar bonus: all 4 phases,1788238950316,2026-09-01
dahhel,100,proStar bonus: all 4 phases,1788238950381,2026-09-01
dahhel,45,Phase 1: CPU,1788239850549,2026-09-01
snoopys030,45,Phase 1: CPU,1788239850557,2026-09-01
slay_da_b,45,Phase 1: CPU,1788239850563,2026-09-01
lmbs00,45,Phase 1: CPU,1788239850571,2026-09-01
mori2323,45,Phase 1: CPU,1788239850572,2026-09-01
puphik,45,Phase 1: CPU,1788239850576,2026-09-01
ikaliayev,45,Phase 1: CPU,1788239850586,2026-09-01
xiaoxiao9313,45,Phase 1: CPU,1788239850593,2026-09-01
xiaoxiao9313,65,Phase 2: RAM,1788240264508,2026-09-01
madagascaradam,65,Phase 2: RAM,1788240264514,2026-09-01
dahhel,65,Phase 2: RAM,1788240264536,2026-09-01
ivanpetrov32,65,Phase 2: RAM,1788240264545,2026-09-01
lmbs00,65,Phase 2: RAM,1788240264574,2026-09-01
ikaliayev,65,Phase 2: RAM,1788240264592,2026-09-01
xiaoxiao9313,90,Phase 3: GPU,1788240734551,2026-09-01
madagascaradam,90,Phase 3: GPU,1788240734563,2026-09-01
snoopys030,90,Phase 3: GPU,1788240734575,2026-09-01
lmbs00,90,Phase 3: GPU,1788240734583,2026-09-01
alburldador,90,Phase 3: GPU,1788240734586,2026-09-01
pika_gamy,90,Phase 3: GPU,1788240734591,2026-09-01
llucholba,90,Phase 3: GPU,1788240734593,2026-09-01
dahhel,90,Phase 3: GPU,1788240734605,2026-09-01
ikaliayev,90,Phase 3: GPU,1788240734607,2026-09-01
madagascaradam,45,Phase 1: HDD,1788242164223,2026-09-01
xiaoxiao9313,45,Phase 1: HDD,1788242164233,2026-09-01
dahhel,45,Phase 1: HDD,1788242164250,2026-09-01
mori2323,45,Phase 1: HDD,1788242164259,2026-09-01
ikaliayev,45,Phase 1: HDD,1788242164264,2026-09-01
snoopys030,45,Phase 1: HDD,1788242164269,2026-09-01
lmbs00,45,Phase 1: HDD,1788242164283,2026-09-01
ivanpetrov32,45,Phase 1: HDD,1788242164286,2026-09-01
pika_gamy,45,Phase 1: HDD,1788242164291,2026-09-01
aswd002,45,Phase 1: HDD,1788242164295,2026-09-01
alburldador,45,Phase 1: HDD,1788242164339,2026-09-01
xiaoxiao9313,65,Phase 2: CPU,1788242794284,2026-09-01
mori2323,65,Phase 2: CPU,1788242794289,2026-09-01
pika_gamy,65,Phase 2: CPU,1788242794296,2026-09-01
snoopys030,65,Phase 2: CPU,1788242794302,2026-09-01
lmbs00,65,Phase 2: CPU,1788242794305,2026-09-01
ivanpetrov32,65,Phase 2: CPU,1788242794312,2026-09-01
ikaliayev,65,Phase 2: CPU,1788242794321,2026-09-01
dahhel,65,Phase 2: CPU,1788242794326,2026-09-01
xiaoxiao9313,45,Phase 1: HDD,1788244187036,2026-09-01
ivanpetrov32,45,Phase 1: HDD,1788244187043,2026-09-01
ikaliayev,45,Phase 1: HDD,1788244187049,2026-09-01
lmbs00,45,Phase 1: HDD,1788244187054,2026-09-01
dahhel,45,Phase 1: HDD,1788244187059,2026-09-01
player0451,45,Phase 1: HDD,1788244187061,2026-09-01
slay_da_b,45,Phase 1: HDD,1788244187065,2026-09-01
mori2323,45,Phase 1: HDD,1788244187071,2026-09-01
snoopys030,45,Phase 1: HDD,1788244187088,2026-09-01
mori2323,45,Phase 1: RAM,1788245530670,2026-09-01
snoopys030,45,Phase 1: RAM,1788245530692,2026-09-01
ikaliayev,45,Phase 1: RAM,1788245530699,2026-09-01
dahhel,45,Phase 1: RAM,1788245530708,2026-09-01
alfims,45,Phase 1: RAM,1788245530723,2026-09-01
pika_gamy,45,Phase 1: GPU,1788247089433,2026-09-01
xiaoxiao9313,45,Phase 1: GPU,1788247089445,2026-09-01
snoopys030,45,Phase 1: GPU,1788247089451,2026-09-01
slay_da_b,45,Phase 1: GPU,1788247089460,2026-09-01
lmbs00,45,Phase 1: GPU,1788247089465,2026-09-01
mori2323,45,Phase 1: GPU,1788247089468,2026-09-01
ikaliayev,45,Phase 1: GPU,1788247089471,2026-09-01
alfims,45,Phase 1: GPU,1788247089493,2026-09-01
mori2323,65,Phase 2: HDD,1788247721312,2026-09-01
ikaliayev,65,Phase 2: HDD,1788247721316,2026-09-01
xiaoxiao9313,65,Phase 2: HDD,1788247721323,2026-09-01
snoopys030,65,Phase 2: HDD,1788247721358,2026-09-01
alexwifi42,65,Phase 2: HDD,1788247721373,2026-09-01
pika_gamy,65,Phase 2: HDD,1788247721377,2026-09-01
lmbs00,65,Phase 2: HDD,1788247721411,2026-09-01
snoopys030,90,Phase 3: CPU,1788248232390,2026-09-01
mori2323,90,Phase 3: CPU,1788248232396,2026-09-01
alexwifi42,90,Phase 3: CPU,1788248232406,2026-09-01
ikaliayev,90,Phase 3: CPU,1788248232412,2026-09-01
pika_gamy,90,Phase 3: CPU,1788248232417,2026-09-01
xiaoxiao9313,90,Phase 3: CPU,1788248232432,2026-09-01
lmbs00,90,Phase 3: CPU,1788248232434,2026-09-01
ikaliayev,45,Phase 1: HDD,1788249525181,2026-09-01
xiaoxiao9313,45,Phase 1: HDD,1788249525188,2026-09-01
alfims,45,Phase 1: HDD,1788249525201,2026-09-01
alexwifi42,45,Phase 1: HDD,1788249525214,2026-09-01
lmbs00,45,Phase 1: HDD,1788249525217,2026-09-01
ivanpetrov32,45,Phase 1: HDD,1788249525223,2026-09-01
mori2323,45,Phase 1: HDD,1788249525228,2026-09-01
xiaoxiao9313,65,Phase 2: CPU,1788250012083,2026-09-01
alexwifi42,65,Phase 2: CPU,1788250012095,2026-09-01
lmbs00,65,Phase 2: CPU,1788250012100,2026-09-01
ikaliayev,65,Phase 2: CPU,1788250012112,2026-09-01
ivanpetrov32,65,Phase 2: CPU,1788250012117,2026-09-01
ivanpetrov32,45,Phase 1: GPU,1788251060731,2026-09-01
mori2323,45,Phase 1: GPU,1788251060734,2026-09-01
xiaoxiao9313,45,Phase 1: GPU,1788251060889,2026-09-01
xiaoxiao9313,45,Phase 1: RAM,1788252376428,2026-09-01
lmbs00,45,Phase 1: RAM,1788252376439,2026-09-01
mori2323,45,Phase 1: RAM,1788252376447,2026-09-01
yurigiu,45,Phase 1: RAM,1788252376450,2026-09-01
xiaoxiao9313,65,Phase 2: HDD,1788252872482,2026-09-01
whitepai,65,Phase 2: HDD,1788252872484,2026-09-01
alexwifi42,65,Phase 2: HDD,1788252872509,2026-09-01
slay_da_b,65,Phase 2: HDD,1788252872542,2026-09-01
slay_da_b,90,Phase 3: CPU,1788253318477,2026-09-01
xiaoxiao9313,90,Phase 3: CPU,1788253318481,2026-09-01
snoopys030,90,Phase 3: CPU,1788253318485,2026-09-01
mori2323,90,Phase 3: CPU,1788253318489,2026-09-01
shadowladyex,90,Phase 3: CPU,1788253318494,2026-09-01
valase,90,Phase 3: CPU,1788253318501,2026-09-01
snoopys030,45,Phase 1: RAM,1788254510378,2026-09-01
xiaoxiao9313,45,Phase 1: RAM,1788254510386,2026-09-01
slay_da_b,45,Phase 1: RAM,1788254510388,2026-09-01
mori2323,45,Phase 1: RAM,1788254510391,2026-09-01
valase,45,Phase 1: RAM,1788254510395,2026-09-01
shadowladyex,45,Phase 1: RAM,1788254510427,2026-09-01
ivanpetrov32,65,Phase 2: CPU,1788254919232,2026-09-01
valase,65,Phase 2: CPU,1788254919239,2026-09-01
shadowladyex,65,Phase 2: CPU,1788254919242,2026-09-01
xiaoxiao9313,65,Phase 2: CPU,1788254919244,2026-09-01
mori2323,65,Phase 2: CPU,1788254919245,2026-09-01
snoopys030,45,Phase 1: RAM,1788256050007,2026-09-01
shadowladyex,45,Phase 1: RAM,1788256050010,2026-09-01
ivanpetrov32,45,Phase 1: RAM,1788256050015,2026-09-01
slay_da_b,45,Phase 1: RAM,1788256050037,2026-09-01
xiaoxiao9313,45,Phase 1: RAM,1788256050041,2026-09-01
snoopys030,45,Phase 1: HDD,1788257569761,2026-09-01
alburldador,45,Phase 1: HDD,1788257569789,2026-09-01
mori2323,45,Phase 1: HDD,1788257569792,2026-09-01
silent_luc,45,Phase 1: HDD,1788257569794,2026-09-01
shadowladyex,45,Phase 1: HDD,1788257569796,2026-09-01
ivanpetrov32,45,Phase 1: HDD,1788257569801,2026-09-01
puphik,45,Phase 1: HDD,1788257569803,2026-09-01
mori2323,65,Phase 2: GPU,1788258094648,2026-09-01
shadowladyex,65,Phase 2: GPU,1788258094662,2026-09-01
ivanpetrov32,65,Phase 2: GPU,1788258094666,2026-09-01
xiaoxiao9313,65,Phase 2: GPU,1788258094682,2026-09-01
silent_luc,65,Phase 2: GPU,1788258094707,2026-09-01
silent_luc,45,Phase 1: CPU,1788259345269,2026-09-01
pika_gamy,45,Phase 1: CPU,1788259345278,2026-09-01
shadowladyex,45,Phase 1: CPU,1788259345280,2026-09-01
ivanpetrov32,45,Phase 1: CPU,1788259345283,2026-09-01
xiaoxiao9313,45,Phase 1: CPU,1788259345285,2026-09-01
snoopys030,45,Phase 1: CPU,1788259345306,2026-09-01
mori2323,45,Phase 1: CPU,1788259345308,2026-09-01
aswd002,65,Phase 2: GPU,1788260238375,2026-09-01
pika_gamy,65,Phase 2: GPU,1788260238383,2026-09-01
alfims,65,Phase 2: GPU,1788260238386,2026-09-01
puphik,65,Phase 2: GPU,1788260238388,2026-09-01
snoopys030,65,Phase 2: GPU,1788260238400,2026-09-01
ivanpetrov32,65,Phase 2: GPU,1788260238402,2026-09-01
xiaoxiao9313,65,Phase 2: GPU,1788260238406,2026-09-01
mori2323,65,Phase 2: GPU,1788260238408,2026-09-01
shadowladyex,65,Phase 2: GPU,1788260238410,2026-09-01
yurigiu,65,Phase 2: GPU,1788260238414,2026-09-01
slay_da_b,65,Phase 2: GPU,1788260238425,2026-09-01
whitepai,45,Phase 1: CPU,1788261762464,2026-09-01
xiaoxiao9313,45,Phase 1: CPU,1788261762478,2026-09-01
mori2323,45,Phase 1: CPU,1788261762481,2026-09-01
slay_da_b,45,Phase 1: CPU,1788261762499,2026-09-01
alphonsoe,45,Phase 1: CPU,1788261762502,2026-09-01
shadowladyex,45,Phase 1: CPU,1788261762504,2026-09-01
lovegamesandthings00000,45,Phase 1: CPU,1788261762506,2026-09-01
alfims,45,Phase 1: CPU,1788261762508,2026-09-01
silent_luc,45,Phase 1: CPU,1788261762510,2026-09-01
ivanpetrov32,45,Phase 1: CPU,1788261762524,2026-09-01
snoopys030,45,Phase 1: CPU,1788261762541,2026-09-01
pika_gamy,45,Phase 1: CPU,1788261762566,2026-09-01
shadowladyex,45,Phase 1: GPU,1788263250224,2026-09-01
slay_da_b,45,Phase 1: GPU,1788263250240,2026-09-01
xiaoxiao9313,45,Phase 1: GPU,1788263250281,2026-09-01
snoopys030,45,Phase 1: GPU,1788263250394,2026-09-01
alphonsoe,45,Phase 1: GPU,1788263250399,2026-09-01
ivanpetrov32,45,Phase 1: GPU,1788263250410,2026-09-01
pika_gamy,45,Phase 1: GPU,1788263250445,2026-09-01
silent_luc,65,Phase 2: RAM,1788263712714,2026-09-01
xiaoxiao9313,65,Phase 2: RAM,1788263712721,2026-09-01
shadowladyex,65,Phase 2: RAM,1788263712781,2026-09-01
mori2323,65,Phase 2: RAM,1788263712830,2026-09-01
alphonsoe,65,Phase 2: RAM,1788263712836,2026-09-01
snoopys030,65,Phase 2: RAM,1788263712874,2026-09-01
ivanpetrov32,65,Phase 2: RAM,1788263713217,2026-09-01
xiaoxiao9313,45,Phase 1: CPU,1788264752419,2026-09-01
shadowladyex,45,Phase 1: CPU,1788264752439,2026-09-01
alphonsoe,45,Phase 1: CPU,1788264752512,2026-09-01
alphonsoe,65,Phase 2: HDD,1788265327461,2026-09-01
silent_luc,65,Phase 2: HDD,1788265327463,2026-09-01
xiaoxiao9313,65,Phase 2: HDD,1788265327466,2026-09-01
shadowladyex,65,Phase 2: HDD,1788265327471,2026-09-01
snoopys030,65,Phase 2: HDD,1788265327474,2026-09-01
lovegamesandthings00000,65,Phase 2: HDD,1788265327476,2026-09-01
pika_gamy,65,Phase 2: HDD,1788265327630,2026-09-01
alphonsoe,45,Phase 1: RAM,1788266483056,2026-09-01
shadowladyex,45,Phase 1: RAM,1788266483069,2026-09-01
pika_gamy,45,Phase 1: RAM,1788266483075,2026-09-01
slay_da_b,45,Phase 1: RAM,1788266483082,2026-09-01
cerebralx1,45,Phase 1: RAM,1788266483151,2026-09-01
madagascaradam,65,Phase 2: CPU,1788267096063,2026-09-01
silent_luc,65,Phase 2: CPU,1788267096068,2026-09-01
pika_gamy,65,Phase 2: CPU,1788267096078,2026-09-01
shadowladyex,65,Phase 2: CPU,1788267096097,2026-09-01
alexwifi42,65,Phase 2: CPU,1788267096102,2026-09-01
cerebralx1,65,Phase 2: CPU,1788267096108,2026-09-01
snoopys030,65,Phase 2: CPU,1788267096112,2026-09-01
alfims,90,Phase 3: GPU,1788267590094,2026-09-01
lovegamesandthings00000,90,Phase 3: GPU,1788267590102,2026-09-01
madagascaradam,90,Phase 3: GPU,1788267590115,2026-09-01
pika_gamy,90,Phase 3: GPU,1788267590140,2026-09-01
cerebralx1,90,Phase 3: GPU,1788267590143,2026-09-01
alphonsoe,90,Phase 3: GPU,1788267590158,2026-09-01
snoopys030,90,Phase 3: GPU,1788267590168,2026-09-01
cerebralx1,45,Phase 1: RAM,1788268786969,2026-09-01
snoopys030,45,Phase 1: RAM,1788268786971,2026-09-01
shadowladyex,45,Phase 1: RAM,1788268786973,2026-09-01
lovegamesandthings00000,45,Phase 1: RAM,1788268787025,2026-09-01
madagascaradam,45,Phase 1: RAM,1788268787035,2026-09-01
ivanpetrov32,45,Phase 1: RAM,1788268787080,2026-09-01
alexwifi42,45,Phase 1: RAM,1788268787089,2026-09-01
snoopys030,65,Phase 2: CPU,1788269503867,2026-09-01
ivanpetrov32,65,Phase 2: CPU,1788269503889,2026-09-01
alphonsoe,65,Phase 2: CPU,1788269503898,2026-09-01
pika_gamy,65,Phase 2: CPU,1788269503902,2026-09-01
shadowladyex,65,Phase 2: CPU,1788269503908,2026-09-01
cerebralx1,65,Phase 2: CPU,1788269503913,2026-09-01
slay_da_b,65,Phase 2: CPU,1788269503953,2026-09-01
yurigiu,65,Phase 2: CPU,1788269503957,2026-09-01
silent_luc,65,Phase 2: CPU,1788269503972,2026-09-01
lovegamesandthings00000,65,Phase 2: CPU,1788269503976,2026-09-01
ikaliayev,90,Phase 3: HDD,1788269979861,2026-09-01
cerebralx1,90,Phase 3: HDD,1788269979866,2026-09-01
xiaoxiao9313,90,Phase 3: HDD,1788269979878,2026-09-01
ivanpetrov32,90,Phase 3: HDD,1788269979880,2026-09-01
shadowladyex,90,Phase 3: HDD,1788269979884,2026-09-01
alphonsoe,90,Phase 3: HDD,1788269979886,2026-09-01
snoopys030,90,Phase 3: HDD,1788269979888,2026-09-01
