sessionId,appId,gameName,sessionStart,sessionEnd,videoId,unlockEpoch,achievementApiName,displayName,rarity,zCubes
2e173daede85,2808530,KILLBEAT,2026-05-02T00:28:01.257Z,2026-05-02T01:08:17.270Z,,2026-05-02T00:34:51.000Z,KILL_BOSS_TUTORIAL,The Journey Begins!,81.6,18
2e173daede85,2808530,KILLBEAT,2026-05-02T00:28:01.257Z,2026-05-02T01:08:17.270Z,,2026-05-02T00:51:58.000Z,KILL_BOSS_DEPTH_01,Living Rot,62.2,38
2e173daede85,2808530,KILLBEAT,2026-05-02T00:28:01.257Z,2026-05-02T01:08:17.270Z,,2026-05-02T00:52:21.000Z,DEPTH_01_TIME,Swift Strider,10.9,89
905bf95da13d,3003120,Zombiehood,2026-05-03T15:53:49.402Z,2026-05-03T21:53:49.402Z,,2026-05-03T16:07:33.000Z,HoodCleaner,Hood Cleaner,92.9,7
905bf95da13d,3003120,Zombiehood,2026-05-03T15:53:49.402Z,2026-05-03T21:53:49.402Z,,2026-05-03T16:10:08.000Z,FirstTaste,First Taste,87.4,13
905bf95da13d,3003120,Zombiehood,2026-05-03T15:53:49.402Z,2026-05-03T21:53:49.402Z,,2026-05-03T16:13:43.000Z,FirstFall,First Fall,91.6,8
905bf95da13d,3003120,Zombiehood,2026-05-03T15:53:49.402Z,2026-05-03T21:53:49.402Z,,2026-05-03T16:41:30.000Z,HeadshotHabit,Headshot Habit,78.2,22
cdfe9bd4676b,690640,Trine 4: The Nightmare Prince,2026-05-03T20:57:07.696Z,2026-05-04T02:57:07.696Z,,2026-05-03T21:53:19.000Z,complete_l09,A Badger's Journal,40,60
89bb352d217e,4105730,Floor 13,2026-05-03T22:54:46.061Z,2026-05-04T00:12:08.982Z,Df85JPwc2G4,2026-05-03T22:55:04.000Z,ACH_START_GAME,First Step,95,5
8c25f686e34e,4105730,Floor 13,2026-05-04T04:00:20.016Z,2026-05-05T00:04:33.617Z,,2026-05-05T00:04:06.000Z,ACH_FINISH_GAME,Floor 13,42.7,57
fa42b251fea1,1898300,ASKA,2026-05-05T17:40:13.972Z,2026-05-05T18:32:00.022Z,,2026-05-05T17:50:32.000Z,MIMIR_0_WATER,Quenched,84.1,16
