# data/newsnode-reactions.2026-02.txt
# discordMsgId,username,emojiInApp,cubes

1468021939129028720,rzvlover,❤️,250
1468021939129028720,100bitlive,👀,250
1468021939129028720,player0451,👀,250
1468021939129028720,skillfielder,👀,250
1468021939129028720,leonardo90pl,👀,250
1468021939129028720,operacional_cae,👍,250
1468021939129028720,lillakra,👀,250
1468021939129028720,dahhel,👀,250
1468021939129028720,yurigiu,👍,250
1468021939129028720,alfims,👍,250
1468021939129028720,snoopys030,👀,250
1468021939129028720,avin_novor,❤️,250
1468021939129028720,slay_da_b,👍,250
1468021939129028720,wolfmaron999,👀,250
1468021939129028720,valase,🎦,250
1468021939129028720,sasha5889,👍,250
1468021939129028720,ivanpetrov32,👍,250
1468021939129028720,robin3one,❤️,250
1468021939129028720,foreeeveeer,🎦,250
1468021939129028720,alexwifi42,❤️,250
1468021939129028720,johnnymnemonics,👀,250
1468021939129028720,madagascaradam,💥,250
1468021939129028720,somemarblesfriday,👀,250
1468021939129028720,absullahqazi,👀,25
1468021939129028720,irblacky,👀,25
1468272713364799723,rzvlover,❤️,250
1468272713364799723,alfims,🎉,250
1468272713364799723,ivanpetrov32,🎉,250
1468272713364799723,lillakra,❤️,250
1468272713364799723,skillfielder,❤️,250
1468272713364799723,yurigiu,👍,250
1468272713364799723,100bitlive,❤️,250
1468272713364799723,alyssrentori,🤔,250
1468272713364799723,dahhel,👍,250
1468272713364799723,operacional_cae,👍,250
1468272713364799723,slay_da_b,👍,250
1468272713364799723,johnnymnemonics,👍,250
1468272713364799723,wolfmaron999,❤️,250
1468272713364799723,foreeeveeer,🤔,250
1468272713364799723,valase,🎮,250
1468272713364799723,player0451,❤️,250
1468272713364799723,snoopys030,👍,250
1468272713364799723,madagascaradam,🫡,250
1468272713364799723,somemarblesfriday,👍,250
1468272713364799723,sasha5889,👍,250
1468272713364799723,avin_novor,❤️,250
1468272713364799723,cerebralx1,🎉,250
1468272713364799723,smogracing,👍,250
1468272713364799723,absullahqazi,❤️,25
1468272713364799723,irblacky,❤️,25
1470274440117092412,alyssrentori,🤔,250
1470274440117092412,player0451,🤔,250
1470274440117092412,somemarblesfriday,🤔,250
1470274440117092412,sasha5889,👍,250
1470274440117092412,alfims,👍,250
1470274440117092412,arpan302_,🤔,250
1470274440117092412,dahhel,🤔,250
1470274440117092412,madagascaradam,👏,250
1470274440117092412,avin_novor,❤️,250
1470274440117092412,johnnymnemonics,🤔,250
1470274440117092412,ivanpetrov32,✅,250
1470274440117092412,slay_da_b,👍,250
1470274440117092412,skillfielder,🤔,250
1470274440117092412,yurigiu,👍,250
1470274440117092412,foreeeveeer,✅,250
1470274440117092412,wolfmaron999,🤔,250
1470274440117092412,rzvlover,👍,250
1470274440117092412,valase,📋,250
1470274440117092412,operacional_cae,👍,250
1470274440117092412,100bitlive,👍,250
1470274440117092412,alphonsoe,🤨,250
1470274440117092412,snoopys030,👍,250
1470274440117092412,lillakra,👍,250
1470274440117092412,doubledwonders,👍,250
1470274440117092412,smogracing,👍,250
1470274440117092412,absullahqazi,🤔,25
1470274440117092412,irblacky,🤔,25
1471025421679067221,zoskycube,🥰,250
1471025421679067221,player0451,🥰,250
1471025421679067221,ivanpetrov32,🥰,250
1471025421679067221,skillfielder,🥰,250
1471025421679067221,madagascaradam,🥰,250
1471025421679067221,shadowladyex,🥰,250
1471025421679067221,johnnymnemonics,🥰,250
1471025421679067221,wolfmaron999,🥰,250
1471025421679067221,dahhel,🥰,250
1471025421679067221,slay_da_b,🥰,250
1471025421679067221,lillakra,🥰,250
1471025421679067221,somemarblesfriday,🥰,250
1471025421679067221,yurigiu,💖,250
1471025421679067221,robin3one,🥰,250
1471025421679067221,operacional_cae,👍,250
1471025421679067221,valase,❤️,250
1471025421679067221,alfims,💖,250
1471025421679067221,foreeeveeer,🥰,250
1471025421679067221,staggerrilla,🇳,250
1471025421679067221,cerebralx1,🥰,250
1471025421679067221,100bitlive,🥰,250
1471025421679067221,sasha5889,🥰,250
1471025421679067221,lord_marten,👍,250
1471025421679067221,ikaliayev,👍,250
1471025421679067221,pika_gamy,🥰,250
1471025421679067221,rzvlover,🥰,250
1471025421679067221,snoopys030,🥰,250
1471025421679067221,avin_novor,❤️,250
1471025421679067221,llucholba,💖,250
1471025421679067221,alexwifi42,🥰,250
1471025421679067221,doubledwonders,🥰,250
1471025421679067221,smogracing,👍,250
1471025421679067221,absullahqazi,🥰,25
1471025421679067221,irblacky,🥰,25
1471685033583575253,player0451,👍,250
1471685033583575253,alyssrentori,🤔,250
1471685033583575253,valase,🖼️,250
1471685033583575253,dahhel,🤔,250
1471685033583575253,operacional_cae,👍,250
1471685033583575253,100bitlive,🤔,250
1471685033583575253,slay_da_b,🤔,250
1471685033583575253,snoopys030,👍,250
1471685033583575253,alfims,👍,250
